CATEGORY,SCRIPTS_FILE,CANONICAL_FILE,DIFF_LINES
WRAPPER,program_code/exchange_connectors/bybit_connector/scripts/bybit_decision_lease_adaptive_ttl_contract_check.py,program_code/trade_executor/bybit_decision_lease/bybit_decision_lease_adaptive_ttl_contract_check.py,
WRAPPER,program_code/exchange_connectors/bybit_connector/scripts/bybit_decision_lease_approval_bridge.py,program_code/trade_executor/bybit_decision_lease/bybit_decision_lease_approval_bridge.py,
WRAPPER,program_code/exchange_connectors/bybit_connector/scripts/bybit_decision_lease_approval_bridge_contract_check.py,program_code/trade_executor/bybit_decision_lease/bybit_decision_lease_approval_bridge_contract_check.py,
WRAPPER,program_code/exchange_connectors/bybit_connector/scripts/bybit_decision_lease_approval_bridge_final_audit.py,program_code/trade_executor/bybit_decision_lease/bybit_decision_lease_approval_bridge_final_audit.py,
WRAPPER,program_code/exchange_connectors/bybit_connector/scripts/bybit_decision_lease_chapter_contract_check.py,program_code/trade_executor/bybit_decision_lease/bybit_decision_lease_chapter_contract_check.py,
WRAPPER,program_code/exchange_connectors/bybit_connector/scripts/bybit_decision_lease_chapter_final_audit.py,program_code/trade_executor/bybit_decision_lease/bybit_decision_lease_chapter_final_audit.py,
WRAPPER,program_code/exchange_connectors/bybit_connector/scripts/bybit_decision_lease_chapter_handoff.py,program_code/trade_executor/bybit_decision_lease/bybit_decision_lease_chapter_handoff.py,
WRAPPER,program_code/exchange_connectors/bybit_connector/scripts/bybit_decision_lease_chapter_summary.py,program_code/trade_executor/bybit_decision_lease/bybit_decision_lease_chapter_summary.py,
WRAPPER,program_code/exchange_connectors/bybit_connector/scripts/bybit_decision_lease_consume_contract_check.py,program_code/trade_executor/bybit_decision_lease/bybit_decision_lease_consume_contract_check.py,
WRAPPER,program_code/exchange_connectors/bybit_connector/scripts/bybit_decision_lease_consume_final_audit.py,program_code/trade_executor/bybit_decision_lease/bybit_decision_lease_consume_final_audit.py,
WRAPPER,program_code/exchange_connectors/bybit_connector/scripts/bybit_decision_lease_consume_gate.py,program_code/trade_executor/bybit_decision_lease/bybit_decision_lease_consume_gate.py,
WRAPPER,program_code/exchange_connectors/bybit_connector/scripts/bybit_decision_lease_consume_gate_contract_check.py,program_code/trade_executor/bybit_decision_lease/bybit_decision_lease_consume_gate_contract_check.py,
WRAPPER,program_code/exchange_connectors/bybit_connector/scripts/bybit_decision_lease_consume_policy.py,program_code/trade_executor/bybit_decision_lease/bybit_decision_lease_consume_policy.py,
WRAPPER,program_code/exchange_connectors/bybit_connector/scripts/bybit_decision_lease_consume_policy_contract_check.py,program_code/trade_executor/bybit_decision_lease/bybit_decision_lease_consume_policy_contract_check.py,
WRAPPER,program_code/exchange_connectors/bybit_connector/scripts/bybit_decision_lease_contract_check.py,program_code/trade_executor/bybit_decision_lease/bybit_decision_lease_contract_check.py,
WRAPPER,program_code/exchange_connectors/bybit_connector/scripts/bybit_decision_lease_final_audit.py,program_code/trade_executor/bybit_decision_lease/bybit_decision_lease_final_audit.py,
WRAPPER,program_code/exchange_connectors/bybit_connector/scripts/bybit_decision_lease_friction_contract_check.py,program_code/trade_executor/bybit_decision_lease/bybit_decision_lease_friction_contract_check.py,
WRAPPER,program_code/exchange_connectors/bybit_connector/scripts/bybit_decision_lease_friction_final_audit.py,program_code/trade_executor/bybit_decision_lease/bybit_decision_lease_friction_final_audit.py,
WRAPPER,program_code/exchange_connectors/bybit_connector/scripts/bybit_decision_lease_friction_metrics.py,program_code/trade_executor/bybit_decision_lease/bybit_decision_lease_friction_metrics.py,
WRAPPER,program_code/exchange_connectors/bybit_connector/scripts/bybit_decision_lease_friction_metrics_contract_check.py,program_code/trade_executor/bybit_decision_lease/bybit_decision_lease_friction_metrics_contract_check.py,
WRAPPER,program_code/exchange_connectors/bybit_connector/scripts/bybit_decision_lease_preflight.py,program_code/trade_executor/bybit_decision_lease/bybit_decision_lease_preflight.py,
WRAPPER,program_code/exchange_connectors/bybit_connector/scripts/bybit_decision_lease_preflight_contract_check.py,program_code/trade_executor/bybit_decision_lease/bybit_decision_lease_preflight_contract_check.py,
WRAPPER,program_code/exchange_connectors/bybit_connector/scripts/bybit_decision_lease_replay_contract_check.py,program_code/trade_executor/bybit_decision_lease/bybit_decision_lease_replay_contract_check.py,
WRAPPER,program_code/exchange_connectors/bybit_connector/scripts/bybit_decision_lease_replay_final_audit.py,program_code/trade_executor/bybit_decision_lease/bybit_decision_lease_replay_final_audit.py,
WRAPPER,program_code/exchange_connectors/bybit_connector/scripts/bybit_decision_lease_replay_guard.py,program_code/trade_executor/bybit_decision_lease/bybit_decision_lease_replay_guard.py,
WRAPPER,program_code/exchange_connectors/bybit_connector/scripts/bybit_decision_lease_replay_guard_contract_check.py,program_code/trade_executor/bybit_decision_lease/bybit_decision_lease_replay_guard_contract_check.py,
WRAPPER,program_code/exchange_connectors/bybit_connector/scripts/bybit_decision_lease_replay_policy.py,program_code/trade_executor/bybit_decision_lease/bybit_decision_lease_replay_policy.py,
WRAPPER,program_code/exchange_connectors/bybit_connector/scripts/bybit_decision_lease_replay_policy_contract_check.py,program_code/trade_executor/bybit_decision_lease/bybit_decision_lease_replay_policy_contract_check.py,
WRAPPER,program_code/exchange_connectors/bybit_connector/scripts/bybit_decision_lease_schema.py,program_code/trade_executor/bybit_decision_lease/bybit_decision_lease_schema.py,
WRAPPER,program_code/exchange_connectors/bybit_connector/scripts/bybit_decision_lease_schema_contract_check.py,program_code/trade_executor/bybit_decision_lease/bybit_decision_lease_schema_contract_check.py,
WRAPPER,program_code/exchange_connectors/bybit_connector/scripts/bybit_decision_lease_shadow_audit.py,program_code/trade_executor/bybit_decision_lease/bybit_decision_lease_shadow_audit.py,
WRAPPER,program_code/exchange_connectors/bybit_connector/scripts/bybit_decision_lease_shadow_contract_check.py,program_code/trade_executor/bybit_decision_lease/bybit_decision_lease_shadow_contract_check.py,
WRAPPER,program_code/exchange_connectors/bybit_connector/scripts/bybit_decision_lease_shadow_issue.py,program_code/trade_executor/bybit_decision_lease/bybit_decision_lease_shadow_issue.py,
WRAPPER,program_code/exchange_connectors/bybit_connector/scripts/bybit_decision_lease_shadow_issue_contract_check.py,program_code/trade_executor/bybit_decision_lease/bybit_decision_lease_shadow_issue_contract_check.py,
WRAPPER,program_code/exchange_connectors/bybit_connector/scripts/bybit_decision_packet_pipeline.py,program_code/exchange_connectors/bybit_connector/misc_tools/bybit_decision_packet_pipeline.py,
WRAPPER,program_code/exchange_connectors/bybit_connector/scripts/bybit_decision_packet_to_postgres.py,program_code/exchange_connectors/bybit_connector/io_and_persistence/bybit_decision_packet_to_postgres.py,
WRAPPER,program_code/exchange_connectors/bybit_connector/scripts/bybit_demo_gate_chapter_consistency_check.py,program_code/exchange_connectors/bybit_connector/misc_tools/bybit_demo_gate_chapter_consistency_check.py,
WRAPPER,program_code/exchange_connectors/bybit_connector/scripts/bybit_demo_gate_chapter_consistency_contract_check.py,program_code/exchange_connectors/bybit_connector/misc_tools/bybit_demo_gate_chapter_consistency_contract_check.py,
WRAPPER,program_code/exchange_connectors/bybit_connector/scripts/bybit_demo_gate_contract_builder.py,program_code/exchange_connectors/bybit_connector/misc_tools/bybit_demo_gate_contract_builder.py,
WRAPPER,program_code/exchange_connectors/bybit_connector/scripts/bybit_demo_gate_contract_contract_check.py,program_code/exchange_connectors/bybit_connector/misc_tools/bybit_demo_gate_contract_contract_check.py,
WRAPPER,program_code/exchange_connectors/bybit_connector/scripts/bybit_demo_gate_final_audit_builder.py,program_code/exchange_connectors/bybit_connector/misc_tools/bybit_demo_gate_final_audit_builder.py,
WRAPPER,program_code/exchange_connectors/bybit_connector/scripts/bybit_demo_gate_final_audit_contract_check.py,program_code/exchange_connectors/bybit_connector/misc_tools/bybit_demo_gate_final_audit_contract_check.py,
WRAPPER,program_code/exchange_connectors/bybit_connector/scripts/bybit_demo_gate_handoff_builder.py,program_code/exchange_connectors/bybit_connector/misc_tools/bybit_demo_gate_handoff_builder.py,
WRAPPER,program_code/exchange_connectors/bybit_connector/scripts/bybit_demo_gate_handoff_contract_check.py,program_code/exchange_connectors/bybit_connector/misc_tools/bybit_demo_gate_handoff_contract_check.py,
WRAPPER,program_code/exchange_connectors/bybit_connector/scripts/bybit_demo_gate_readiness_builder.py,program_code/exchange_connectors/bybit_connector/misc_tools/bybit_demo_gate_readiness_builder.py,
WRAPPER,program_code/exchange_connectors/bybit_connector/scripts/bybit_demo_gate_readiness_contract_check.py,program_code/exchange_connectors/bybit_connector/misc_tools/bybit_demo_gate_readiness_contract_check.py,
WRAPPER,program_code/exchange_connectors/bybit_connector/scripts/bybit_demo_gate_summary_builder.py,program_code/exchange_connectors/bybit_connector/misc_tools/bybit_demo_gate_summary_builder.py,
WRAPPER,program_code/exchange_connectors/bybit_connector/scripts/bybit_demo_gate_summary_contract_check.py,program_code/exchange_connectors/bybit_connector/misc_tools/bybit_demo_gate_summary_contract_check.py,
WRAPPER,program_code/exchange_connectors/bybit_connector/scripts/bybit_demo_paper_adapter_skeleton_builder.py,program_code/exchange_connectors/bybit_connector/misc_tools/bybit_demo_paper_adapter_skeleton_builder.py,
WRAPPER,program_code/exchange_connectors/bybit_connector/scripts/bybit_demo_paper_adapter_skeleton_contract_check.py,program_code/exchange_connectors/bybit_connector/misc_tools/bybit_demo_paper_adapter_skeleton_contract_check.py,
WRAPPER,program_code/exchange_connectors/bybit_connector/scripts/bybit_event_driven_chain_consistency_check.py,program_code/trading_strategy/bybit_event_driven/bybit_event_driven_chain_consistency_check.py,
WRAPPER,program_code/exchange_connectors/bybit_connector/scripts/bybit_event_driven_chain_contract_check.py,program_code/trading_strategy/bybit_event_driven/bybit_event_driven_chain_contract_check.py,
WRAPPER,program_code/exchange_connectors/bybit_connector/scripts/bybit_event_driven_final_audit.py,program_code/trading_strategy/bybit_event_driven/bybit_event_driven_final_audit.py,
WRAPPER,program_code/exchange_connectors/bybit_connector/scripts/bybit_event_driven_final_audit_contract_check.py,program_code/trading_strategy/bybit_event_driven/bybit_event_driven_final_audit_contract_check.py,
WRAPPER,program_code/exchange_connectors/bybit_connector/scripts/bybit_event_driven_handoff.py,program_code/trading_strategy/bybit_event_driven/bybit_event_driven_handoff.py,
WRAPPER,program_code/exchange_connectors/bybit_connector/scripts/bybit_event_driven_handoff_contract_check.py,program_code/trading_strategy/bybit_event_driven/bybit_event_driven_handoff_contract_check.py,
WRAPPER,program_code/exchange_connectors/bybit_connector/scripts/bybit_event_driven_phase_contract_check.py,program_code/trading_strategy/bybit_event_driven/bybit_event_driven_phase_contract_check.py,
WRAPPER,program_code/exchange_connectors/bybit_connector/scripts/bybit_event_driven_readiness_contract_check.py,program_code/trading_strategy/bybit_event_driven/bybit_event_driven_readiness_contract_check.py,
WRAPPER,program_code/exchange_connectors/bybit_connector/scripts/bybit_event_driven_readiness_summary.py,program_code/trading_strategy/bybit_event_driven/bybit_event_driven_readiness_summary.py,
WRAPPER,program_code/exchange_connectors/bybit_connector/scripts/bybit_event_driven_state_builder.py,program_code/trading_strategy/bybit_event_driven/bybit_event_driven_state_builder.py,
WRAPPER,program_code/exchange_connectors/bybit_connector/scripts/bybit_event_driven_state_contract_check.py,program_code/trading_strategy/bybit_event_driven/bybit_event_driven_state_contract_check.py,
WRAPPER,program_code/exchange_connectors/bybit_connector/scripts/bybit_event_driven_state_machine.py,program_code/trading_strategy/bybit_event_driven/bybit_event_driven_state_machine.py,
WRAPPER,program_code/exchange_connectors/bybit_connector/scripts/bybit_event_replay_block_chain_builder.py,program_code/trading_strategy/bybit_event_driven/bybit_event_replay_block_chain_builder.py,
WRAPPER,program_code/exchange_connectors/bybit_connector/scripts/bybit_event_replay_block_chain_contract_check.py,program_code/trading_strategy/bybit_event_driven/bybit_event_replay_block_chain_contract_check.py,
WRAPPER,program_code/exchange_connectors/bybit_connector/scripts/bybit_event_replay_phase_builder.py,program_code/trading_strategy/bybit_event_driven/bybit_event_replay_phase_builder.py,
WRAPPER,program_code/exchange_connectors/bybit_connector/scripts/bybit_event_replay_phase_contract_check.py,program_code/trading_strategy/bybit_event_driven/bybit_event_replay_phase_contract_check.py,
WRAPPER,program_code/exchange_connectors/bybit_connector/scripts/bybit_event_replay_state_builder.py,program_code/trading_strategy/bybit_event_driven/bybit_event_replay_state_builder.py,
WRAPPER,program_code/exchange_connectors/bybit_connector/scripts/bybit_event_replay_state_contract_check.py,program_code/trading_strategy/bybit_event_driven/bybit_event_replay_state_contract_check.py,
WRAPPER,program_code/exchange_connectors/bybit_connector/scripts/bybit_event_replay_transition_consistency_check.py,program_code/trading_strategy/bybit_event_driven/bybit_event_replay_transition_consistency_check.py,
WRAPPER,program_code/exchange_connectors/bybit_connector/scripts/bybit_event_replay_transition_consistency_contract_check.py,program_code/trading_strategy/bybit_event_driven/bybit_event_replay_transition_consistency_contract_check.py,
WRAPPER,program_code/exchange_connectors/bybit_connector/scripts/bybit_event_replay_transition_decider.py,program_code/trading_strategy/bybit_event_driven/bybit_event_replay_transition_decider.py,
WRAPPER,program_code/exchange_connectors/bybit_connector/scripts/bybit_event_replay_transition_decision_contract_check.py,program_code/trading_strategy/bybit_event_driven/bybit_event_replay_transition_decision_contract_check.py,
WRAPPER,program_code/exchange_connectors/bybit_connector/scripts/bybit_event_replay_transition_input_builder.py,program_code/trading_strategy/bybit_event_driven/bybit_event_replay_transition_input_builder.py,
WRAPPER,program_code/exchange_connectors/bybit_connector/scripts/bybit_event_replay_transition_input_contract_check.py,program_code/trading_strategy/bybit_event_driven/bybit_event_replay_transition_input_contract_check.py,
WRAPPER,program_code/exchange_connectors/bybit_connector/scripts/bybit_event_replay_transition_outcome_builder.py,program_code/trading_strategy/bybit_event_driven/bybit_event_replay_transition_outcome_builder.py,
WRAPPER,program_code/exchange_connectors/bybit_connector/scripts/bybit_event_replay_transition_outcome_contract_check.py,program_code/trading_strategy/bybit_event_driven/bybit_event_replay_transition_outcome_contract_check.py,
WRAPPER,program_code/exchange_connectors/bybit_connector/scripts/bybit_event_transition_decider.py,program_code/trading_strategy/bybit_event_driven/bybit_event_transition_decider.py,
WRAPPER,program_code/exchange_connectors/bybit_connector/scripts/bybit_event_transition_decision_contract_check.py,program_code/trading_strategy/bybit_event_driven/bybit_event_transition_decision_contract_check.py,
WRAPPER,program_code/exchange_connectors/bybit_connector/scripts/bybit_event_transition_input_builder.py,program_code/trading_strategy/bybit_event_driven/bybit_event_transition_input_builder.py,
WRAPPER,program_code/exchange_connectors/bybit_connector/scripts/bybit_event_transition_input_contract_check.py,program_code/trading_strategy/bybit_event_driven/bybit_event_transition_input_contract_check.py,
WRAPPER,program_code/exchange_connectors/bybit_connector/scripts/bybit_event_transition_outcome_builder.py,program_code/trading_strategy/bybit_event_driven/bybit_event_transition_outcome_builder.py,
WRAPPER,program_code/exchange_connectors/bybit_connector/scripts/bybit_event_transition_outcome_contract_check.py,program_code/trading_strategy/bybit_event_driven/bybit_event_transition_outcome_contract_check.py,
WRAPPER,program_code/exchange_connectors/bybit_connector/scripts/bybit_execution_authority_aggregator.py,program_code/trade_executor/bybit_decision_lease/bybit_execution_authority_aggregator.py,
WRAPPER,program_code/exchange_connectors/bybit_connector/scripts/bybit_execution_authority_aggregator_contract_check.py,program_code/trade_executor/bybit_decision_lease/bybit_execution_authority_aggregator_contract_check.py,
WRAPPER,program_code/exchange_connectors/bybit_connector/scripts/bybit_execution_authority_aggregator_final_audit.py,program_code/trade_executor/bybit_decision_lease/bybit_execution_authority_aggregator_final_audit.py,
WRAPPER,program_code/exchange_connectors/bybit_connector/scripts/bybit_failure_policy_builder.py,program_code/exchange_connectors/bybit_connector/readonly_observer_pipeline/bybit_failure_policy_builder.py,
WRAPPER,program_code/exchange_connectors/bybit_connector/scripts/bybit_full_readonly_observer_cycle.py,program_code/exchange_connectors/bybit_connector/readonly_observer_pipeline/bybit_full_readonly_observer_cycle.py,
DUPLICATE_MINOR_DIFF,program_code/exchange_connectors/bybit_connector/scripts/bybit_h1_report_utils.py,program_code/exchange_connectors/bybit_connector/misc_tools/bybit_h1_report_utils.py,111
WRAPPER,program_code/exchange_connectors/bybit_connector/scripts/bybit_h5_compat_helpers.py,program_code/exchange_connectors/bybit_connector/misc_tools/bybit_h5_compat_helpers.py,
WRAPPER,program_code/exchange_connectors/bybit_connector/scripts/bybit_h5_main_postprocess.py,program_code/exchange_connectors/bybit_connector/misc_tools/bybit_h5_main_postprocess.py,
WRAPPER,program_code/exchange_connectors/bybit_connector/scripts/bybit_h_stage_common.py,program_code/exchange_connectors/bybit_connector/misc_tools/bybit_h_stage_common.py,
